#,Directory,New_R1,New_R2,Original_R1,Original_R2,Sample_Name,Dev_Type,Sex,Coast,Location,SampleID
109,Sand,Sand_P_U06_R1.fastq,Sand_P_U06_R2.fastq,Sandwich_A_S87_L003_R1_001_trimmedF.fastq.gz,Sandwich_A_S87_L003_R2_001_trimmedF.fastq.gz,Sandwich_A,P,unknown,Atlantic,"Sandwich, MA",Sand_P_U06_R1.fastq
110,UNCW,UNCW_P_F01_R1.fastq,UNCW_P_F01_R2.fastq,UNCW623_23_S52_L003_R1_001_trimmedF.fastq.gz,UNCW623_23_S52_L003_R2_001_trimmedF.fastq.gz,UNCW623_23,P,female,Atlantic,"Wilmington, NC",UNCW_P_F01_R1.fastq
111,UNCW,UNCW_P_F02_R1.fastq,UNCW_P_F02_R2.fastq,UNCW623_22_S51_L003_R1_001_trimmedF.fastq.gz,UNCW623_22_S51_L003_R2_001_trimmedF.fastq.gz,UNCW623_22,P,female,Atlantic,"Wilmington, NC",UNCW_P_F02_R1.fastq
112,UNCW,UNCW_P_F03_R1.fastq,UNCW_P_F03_R2.fastq,UNCW623_20_S50_L003_R1_001_trimmedF.fastq.gz,UNCW623_20_S50_L003_R2_001_trimmedF.fastq.gz,UNCW623_20,P,female,Atlantic,"Wilmington, NC",UNCW_P_F03_R1.fastq
113,UNCW,UNCW_P_F04_R1.fastq,UNCW_P_F04_R2.fastq,UNCW623_19_S49_L003_R1_001_trimmedF.fastq.gz,UNCW623_19_S49_L003_R2_001_trimmedF.fastq.gz,UNCW623_19,P,female,Atlantic,"Wilmington, NC",UNCW_P_F04_R1.fastq
114,UNCW,UNCW_P_F05_R1.fastq,UNCW_P_F05_R2.fastq,UNCW623_16_S48_L003_R1_001_trimmedF.fastq.gz,UNCW623_16_S48_L003_R2_001_trimmedF.fastq.gz,UNCW623_16,P,female,Atlantic,"Wilmington, NC",UNCW_P_F05_R1.fastq
115,UNCW,UNCW_P_F06_R1.fastq,UNCW_P_F06_R2.fastq,UNCW623_15_S47_L003_R1_001_trimmedF.fastq.gz,UNCW623_15_S47_L003_R2_001_trimmedF.fastq.gz,UNCW623_15,P,female,Atlantic,"Wilmington, NC",UNCW_P_F06_R1.fastq
116,UNCW,UNCW_P_F07_R1.fastq,UNCW_P_F07_R2.fastq,UNCW623_14_S46_L003_R1_001_trimmedF.fastq.gz,UNCW623_14_S46_L003_R2_001_trimmedF.fastq.gz,UNCW623_14,P,female,Atlantic,"Wilmington, NC",UNCW_P_F07_R1.fastq
117,UNCW,UNCW_P_F08_R1.fastq,UNCW_P_F08_R2.fastq,UNCW623_13_S45_L003_R1_001_trimmedF.fastq.gz,UNCW623_13_S45_L003_R2_001_trimmedF.fastq.gz,UNCW623_13,P,female,Atlantic,"Wilmington, NC",UNCW_P_F08_R1.fastq
118,UNCW,UNCW_P_F09_R1.fastq,UNCW_P_F09_R2.fastq,UNCW623_12_S44_L003_R1_001_trimmedF.fastq.gz,UNCW623_12_S44_L003_R2_001_trimmedF.fastq.gz,UNCW623_12,P,female,Atlantic,"Wilmington, NC",UNCW_P_F09_R1.fastq
119,UNCW,UNCW_P_F10_R1.fastq,UNCW_P_F10_R2.fastq,UNCW623_11_S43_L003_R1_001_trimmedF.fastq.gz,UNCW623_11_S43_L003_R2_001_trimmedF.fastq.gz,UNCW623_11,P,female,Atlantic,"Wilmington, NC",UNCW_P_F10_R1.fastq
120,UNCW,UNCW_P_F11_R1.fastq,UNCW_P_F11_R2.fastq,UNCW623_10_33_S42_L003_R1_001_trimmedF.fastq.gz,UNCW623_10_33_S42_L003_R2_001_trimmedF.fastq.gz,UNCW623_10,P,female,Atlantic,"Wilmington, NC",UNCW_P_F11_R1.fastq
121,UNCW,UNCW_P_F12_R1.fastq,UNCW_P_F12_R2.fastq,UNCW623_9_32_S41_L003_R1_001_trimmedF.fastq.gz,UNCW623_9_32_S41_L003_R2_001_trimmedF.fastq.gz,UNCW623_9,P,female,Atlantic,"Wilmington, NC",UNCW_P_F12_R1.fastq
122,UNCW,UNCW_P_F13_R1.fastq,UNCW_P_F13_R2.fastq,UNCW623_8_31_S40_L003_R1_001_trimmedF.fastq.gz,UNCW623_8_31_S40_L003_R2_001_trimmedF.fastq.gz,UNCW623_8,P,female,Atlantic,"Wilmington, NC",UNCW_P_F13_R1.fastq
123,UNCW,UNCW_P_F14_R1.fastq,UNCW_P_F14_R2.fastq,UNCW623_7_19_S39_L003_R1_001_trimmedF.fastq.gz,UNCW623_7_19_S39_L003_R2_001_trimmedF.fastq.gz,UNCW623_7,P,female,Atlantic,"Wilmington, NC",UNCW_P_F14_R1.fastq
124,UNCW,UNCW_P_F15_R1.fastq,UNCW_P_F15_R2.fastq,UNCW623_5_28_S38_L003_R1_001_trimmedF.fastq.gz,UNCW623_5_28_S38_L003_R2_001_trimmedF.fastq.gz,UNCW623_5,P,female,Atlantic,"Wilmington, NC",UNCW_P_F15_R1.fastq
125,UNCW,UNCW_P_F16_R1.fastq,UNCW_P_F16_R2.fastq,UNCW623_4_27_S37_L003_R1_001_trimmedF.fastq.gz,UNCW623_4_27_S37_L003_R2_001_trimmedF.fastq.gz,UNCW623_4,P,female,Atlantic,"Wilmington, NC",UNCW_P_F16_R1.fastq
126,UNCW,UNCW_P_F17_R1.fastq,UNCW_P_F17_R2.fastq,UNCW623_3_26_S36_L003_R1_001_trimmedF.fastq.gz,UNCW623_3_26_S36_L003_R2_001_trimmedF.fastq.gz,UNCW623_3,P,female,Atlantic,"Wilmington, NC",UNCW_P_F17_R1.fastq
127,UNCW,UNCW_P_F18_R1.fastq,UNCW_P_F18_R2.fastq,UNCW623_2_25_S35_L003_R1_001_trimmedF.fastq.gz,UNCW623_2_25_S35_L003_R2_001_trimmedF.fastq.gz,UNCW623_2,P,female,Atlantic,"Wilmington, NC",UNCW_P_F18_R1.fastq
128,UNCW,UNCW_P_F19_R1.fastq,UNCW_P_F19_R2.fastq,UNCW623_1_24_S34_L003_R1_001_trimmedF.fastq.gz,UNCW623_1_24_S34_L003_R2_001_trimmedF.fastq.gz,UNCW623_1,P,female,Atlantic,"Wilmington, NC",UNCW_P_F19_R1.fastq
129,UNCW,UNCW_P_F20_R1.fastq,UNCW_P_F20_R2.fastq,UNCW623_EE_S33_L003_R1_001_trimmedF.fastq.gz,UNCW623_EE_S33_L003_R2_001_trimmedF.fastq.gz,UNCW623_EE,P,female,Atlantic,"Wilmington, NC",UNCW_P_F20_R1.fastq
130,UNCW,UNCW_P_F21_R1.fastq,UNCW_P_F21_R2.fastq,UNCW623_G_S68_L001_R1_001_trimmed.fastq.gz,UNCW623_G_S68_L001_R2_001_trimmed.fastq.gz,UNCW623_G,P,female,Atlantic,"Wilmington, NC",UNCW_P_F21_R1.fastq
131,UNCW,UNCW_P_F22_R1.fastq,UNCW_P_F22_R2.fastq,UNCW623_B_S67_L001_R1_001_trimmed.fastq.gz,UNCW623_B_S67_L001_R2_001_trimmed.fastq.gz,UNCW623_B,P,female,Atlantic,"Wilmington, NC",UNCW_P_F22_R1.fastq
132,UNCW,UNCW_P_F23_R1.fastq,UNCW_P_F23_R2.fastq,UNCW623_Q_S30_L003_R1_001_trimmedF.fastq.gz,UNCW623_Q_S30_L003_R2_001_trimmedF.fastq.gz,UNCW623_Q,P,female,Atlantic,"Wilmington, NC",UNCW_P_F23_R1.fastq
133,UNCW,UNCW_P_M24_R1.fastq,UNCW_P_M24_R2.fastq,UNCW623_N_S29_L003_R1_001_trimmedF.fastq.gz,UNCW623_N_S29_L003_R2_001_trimmedF.fastq.gz,UNCW623_N,P,male,Atlantic,"Wilmington, NC",UNCW_P_M24_R1.fastq
134,UNCW,UNCW_P_M25_R1.fastq,UNCW_P_M25_R2.fastq,UNCW623_O_S28_L003_R1_001_trimmedF.fastq.gz,UNCW623_O_S28_L003_R2_001_trimmedF.fastq.gz,UNCW623_O,P,male,Atlantic,"Wilmington, NC",UNCW_P_M25_R1.fastq
135,UNCW,UNCW_P_M26_R1.fastq,UNCW_P_M26_R2.fastq,UNCW623_U_S27_L003_R1_001_trimmedF.fastq.gz,UNCW623_U_S27_L003_R2_001_trimmedF.fastq.gz,UNCW623_U,P,male,Atlantic,"Wilmington, NC",UNCW_P_M26_R1.fastq
136,UNCW,UNCW_P_M27_R1.fastq,UNCW_P_M27_R2.fastq,UNCW623_S_S26_L003_R1_001_trimmedF.fastq.gz,UNCW623_S_S26_L003_R2_001_trimmedF.fastq.gz,UNCW623_S,P,male,Atlantic,"Wilmington, NC",UNCW_P_M27_R1.fastq
